Sentence,Emotion,Cleaned_Sentence
"tính ra là 1 cuộn keo 2 mặt sẽ giải quyết được moiij chuyện =)) , cơ mà ý thức như lồn thật :v",Disgust,tính ra là 1 cuộn keo 2 mặt sẽ giải_quyết được moiij chuyện cơ_mà ý_thức như lồn thật v
"chỗ đó không có , họ thấy lạ , chứ như tao lần đầu thấy trên internet tao cũng lạ , chửi gì ghê thế",Disgust,chỗ đó không có họ thấy lạ chứ như tao lần đầu thấy trên internet tao cũng lạ chửi gì ghê_thế
khổ thân các cháu,Sadness,khổ_thân các cháu
"nước bẩn quá , toàn rác !",Disgust,nước bẩn quá toàn rác
chỉ những người độc thân thôi,Sadness,chỉ những người độc_thân thôi
nhìn cái muốn cong :d,Enjoyment,nhìn cái muốn cong d
"thanh niên bỏ nhà theo trai rồi bầu bắt sen chăm , thứ hoàng thượng dâm tà",Disgust,thanh_niên bỏ nhà theo trai rồi bầu bắt sen chăm thứ hoàng thượng dâm tà
"t đợi cái post về loài hãm lòn này lâu lắm rồi nhá . dcm nhìn ngốc nghếch thế thôi mà dữ lắm luôn , có lần tao cúi xuống cầm gậy đuổi nó vào chuồng mà nhân lúc tao sơ hở rón rén đến suýt táp vào đít tao . lúc ấy sợ tụt lòn vì chỉ còn có 2 bước nữa thôi là nó đớp gọn tao rồi .... có hôm tao vừa ngờ nghệch ra vườn hóng mát thì cả đàn , cả đàn nhé . dí tao chạy quanh vườn , con nào con nấy vênh cổ lên chạy theo tao . nhờ nó mà suýt chút nữa tao chết vì đau tim ....",Disgust,tao đợi cái post về loài hãm lòn này lâu lắm rồi nhá chửi_thề nhìn ngốc_nghếch thế thôi mà dữ lắm luôn có lần tao cúi xuống cầm gậy đuổi nó vào chuồng mà nhân lúc tao sơ_hở rón_rén đến suýt táp vào đít tao lúc ấy sợ tụt lòn vì chỉ còn có 2 bước nữa thôi là nó đớp gọn tao rồi có hôm tao vừa ngờ_nghệch ra vườn hóng mát thì cả đàn cả đàn nhé dí tao chạy quanh vườn con nào con nấy vênh cổ lên chạy theo tao nhờ nó mà suýt chút nữa tao chết vì đau tim
ly hôn cũng phải hoành tráng chứ .. còn phải làm to hơn kết hôn mới được 🤣,Enjoyment,ly_hôn cũng phải hoành_tráng chứ còn phải làm to hơn kết_hôn mới được icon_vui
mèo nhìn dễ thương mà ác vãi < 3,Disgust,mèo nhìn dễ_thương mà ác vãi 3
dễ thương vậy chời,Enjoyment,dễ_thương vậy chời
bạn gái trong ảnh lưu hình gửi cho công an xã chết con mẹ bọn nó đi :))),Anger,bạn gái trong ảnh lưu hình gửi cho công_an xã chết con_mẹ bọn nó đi icon_vui
các bạn buồn cười vãi cả đái . người ta đỗ ở đường chứ có phải trong nhà bạn đéo đâu mà nhặng lên .,Disgust,các bạn buồn_cười vãi cả đái người_ta đỗ ở đường chứ có phải trong nhà bạn đéo đâu mà nhặng lên
ngu chưa . đăng lên để rồi bị chửi,Disgust,ngu chưa đăng lên để rồi bị chửi
nhìn con bé thấy cưng ghê chị ơi,Enjoyment,nhìn con bé thấy cưng ghê chị ơi
per anh bạn tồi nhất quả đất này,Disgust,per anh bạn tồi nhất quả_đất này
cho ̣ c mù mắt tao đi 🤣🤣,Disgust,cho ̣ c mù mắt tao đi icon_vui icon_vui
đồng đội chơi tốt quá hahaaa,Enjoyment,đồng_đội chơi tốt quá haha
kinh vãi,Fear,kinh vãi
lợi ích của việc không nghe lời vợ ??,Other,lợi_ích của việc không nghe lời vợ
cho về hết chứ cứ lương không mà không làm thêm gì mà có nhà lầu xe hơi thì lấy ở đâu ???????? không phải đùn đẩy .... cho về hết bọn nó mới hết không tìm ra nguyên nhân .... không có sao phụ huynh dám nói ....,Anger,cho về hết chứ cứ lương không mà không làm thêm gì mà có nhà_lầu xe_hơi thì lấy ở đâu không phải đùn_đẩy cho về hết bọn nó mới hết không tìm ra nguyên_nhân không có sao phụ_huynh dám nói
"phải nói là hài tàu hay thật đấy , luôn li kì và khó đoán kết quả , ý nghĩa thì thâm sau . hihi thích rồi đó",Enjoyment,phải nói là hài tàu hay thật đấy luôn li_kì và khó đoán kết_quả ý_nghĩa thì thâm sau hihi thích rồi đó
giờ lắm bọn biến thái thế,Disgust,giờ lắm bọn biến_thái_thế
chị đầu tiên buồn v :((,Sadness,chị đầu_tiên buồn v icon_buon
trời ơi tao chóng mặt quá đi :((,Sadness,trời ơi tao chóng_mặt quá đi icon_buon
"đúng kiểu tham lam mà tài năng thì có hạn , miệng thì bảo sợ ông vũ làm sạt nghiệp trung nguyên nhưng bản thân trước đó lại làm lỗ của công tình yêu 1700 tỉ , mụ đàn bà mặt dày",Disgust,đúng kiểu tham_lam mà tài_năng thì có_hạn miệng thì bảo sợ ông vũ làm sạt_nghiệp trung_nguyên nhưng bản_thân trước đó lại làm lỗ của công tình_yêu 1700 tỉ mụ đàn_bà mặt_dày
có tay mà người bị cụt tay . ko bao giờ sử dụng bàn tay đó . ngu trở lên nổi tiếng .,Disgust,có tay mà người bị cụt tay không bao_giờ sử_dụng bàn_tay đó ngu trở lên nổi_tiếng
dume đồng nghiệp gặp hlin thì chỉ muốn nghỉ thôi,Anger,dume đồng_nghiệp gặp hlin thì chỉ muốn nghỉ thôi
ko nghe lời vợ mới là mấu chốt :),Other,không nghe lời vợ mới là mấu_chốt icon_vui
"nói bao giờ cũng dẽ hơn làm , mà mặt 2 đứa này nhìn như mất mẹ dây thần kinh gì đấy",Disgust,nói bao_giờ cũng dẽ hơn làm mà mặt 2 đứa này nhìn như mất mẹ dây thần_kinh gì đấy
"sản phẩm tốt đấy , có tính ứng dụng cao",Surprise,sản_phẩm tốt đấy có tính ứng_dụng cao
nếu đồng nghiệp của bạn hãm vãi thì cũng nên đăng xuất đi hiền hana,Disgust,nếu đồng_nghiệp của bạn hãm vãi thì cũng_nên đăng xuất đi hiền hana
"tao cưới rồi , cưới nữa cho vợ tao chém tao chết à",Fear,tao cưới rồi cưới nữa cho vợ tao chém tao chết à
"tuyệt vời , chỉ cần họ thấy vui và hạnh phúc",Enjoyment,tuyệt_vời chỉ cần họ thấy vui và hạnh_phúc
ngu quá là ngu đậu xe gì mà sát đường ray tàu hoả thế chứ .? quả này người ta còn phạt thêm cho nữa chứ đâu phải lát xe mà xong đâu ..?,Disgust,ngu quá là ngu đậu xe gì mà sát đường_ray tàu_hoả thế chứ quả này người_ta còn phạt thêm cho nữa chứ đâu phải lát xe mà xong đâu
cẩn thận mày lại có cháu sớm 🤣,Enjoyment,cẩn_thận mày lại có cháu sớm icon_vui
yêu hay không yêu không yêu hay yêu nói 1 lời 😂,Enjoyment,yêu hay không yêu không yêu hay yêu nói 1 lời icon_vui
tao cũng hay sử dụng chiêu này và bọn đàn ông vẫn cứ bị lừa ????,Enjoyment,tao cũng hay sử_dụng chiêu này và bọn đàn_ông vẫn cứ bị lừa
"thật sự mình rất thích bạn này , xem phim mỗi tập cứ canh đúng cảnh có bạn ý , dễ thương quá 😗😚😚😚😚😚",Enjoyment,thật_sự mình rất thích bạn này xem phim mỗi tập cứ canh đúng cảnh có bạn ý dễ_thương quá
bọn ngáo này mà cũng có người sợ nó nữa hả,Surprise,bọn ngáo này mà cũng có người sợ nó nữa hả
em đã bao giờ nghĩ đến mối quan hệ đồng tính ?,Other,em đã bao_giờ nghĩ đến mối quan_hệ đồng_tính
"từ khi lấy vợ , làm vlog thiếu muối hẳn huhu",Sadness,từ khi lấy vợ làm vlog thiếu muối hẳn huhu
nhưng đứa bạn thân đều là lũ khốn,Disgust,nhưng đứa bạn thân đều là lũ khốn
"vợ người ta chưa bao giờ làm tôi thất vọng , còn vợ tôi thì ..... đi hết 1 / 3 cuộc đời rồi vẫn chưa tìm thấy 😓",Sadness,vợ người_ta chưa bao_giờ làm tôi thất_vọng còn vợ tôi thì đi hết 1 3 cuộc_đời rồi vẫn chưa tìm thấy
hỏi nhây khiếp,Disgust,hỏi nhây khiếp
có tiền sẽ thấy các vị gọi là thượng hạng còn không tiền sẽ chỉ thấy vị mặn của mồ hôi + nước mắt,Sadness,có tiền sẽ thấy các vị gọi là thượng_hạng còn không tiền sẽ chỉ thấy vị mặn của mồ_hôi nước_mắt
nước biển sao đục quá nhỉ,Other,nước biển sao đục quá nhỉ
"người đàn ông ốm đau nói với vợ mình :” ở lại với anh ” rồi cầm tay bà . đó là tình yêu , vỏn vẹn 20 năm ngắn ngủi . tình yêu bố dành cho mẹ",Enjoyment,người đàn_ông ốm_đau nói với vợ mình ở lại với anh rồi cầm tay bà đó là tình_yêu vỏn_vẹn 20 năm ngắn_ngủi tình_yêu bố dành cho mẹ
con ngu dù bố mẹ có là người như thế nào đi chăng nữa thì cũng là người đẻ ra mày nuôi chúng mày lớn khôn lớn lên không báo hiếu được gì lại còn sủa bậy,Anger,con ngu dù bố_mẹ có là người như thế_nào đi chăng_nữa thì cũng là người đẻ ra mày nuôi chúng_mày lớn_khôn_lớn lên không báo_hiếu được gì lại còn sủa bậy
hy vọng mọi điều tốt đẹp sẽ tới,Enjoyment,hy_vọng mọi điều tốt_đẹp sẽ tới
t cũng buồn lắm chớ bộ 😓😓,Sadness,tao cũng buồn lắm chớ bộ
t đã thử rồi mà dume vẫn la :)))),Sadness,tao đã thử rồi mà dume vẫn la icon_vui
ý thức tồi,Disgust,ý_thức tồi
"má , sờ mông có cái mà táng bố ..??",Anger,má sờ mông có cái mà táng bố
trò này cũng nguy hiểm chết người đừng đùa theo mà mang họa,Fear,trò này cũng nguy_hiểm chết người đừng đùa theo mà mang_họa
nhìn cái mặt cưng vãi,Enjoyment,nhìn cái mặt cưng vãi
sáng kiến hay đỡ bao nhiều tiền để tiêu hủy,Other,sáng_kiến hay đỡ bao nhiều tiền để tiêu_hủy
đéo có lol gì là buồn cười,Disgust,đéo có lol gì là buồn_cười
"per tiền bạc là phù du , quan trọng là tình nghĩa",Other,per tiền_bạc là phù_du quan_trọng là tình_nghĩa
k tiền cạp đất mà ăn ah @@,Other,không tiền cạp đất mà ăn à
thứ thiếu ý thức ... nhưng lên mạng thì dạy người khác,Disgust,thứ thiếu ý_thức nhưng lên mạng thì dạy người khác
có mà thần kinh hơn ấy 😑😑😑,Disgust,có mà thần_kinh hơn ấy
đéo hiểu chó hay người .,Disgust,đéo hiểu chó hay người
đau chán riết quen có cái lol gì phải than vãn :)),Disgust,đau chán riết quen có cái lol gì phải than_vãn icon_vui
một bộ phim rất đáng xem !!,Enjoyment,một bộ phim rất đáng xem
"đâu phải có tiền muốn làm cha ai thì làm , gì cũng vừa phải thôi . ý thức từ nhỏ không được dạy dỗ cẩn thận",Disgust,đâu phải có tiền muốn làm cha ai thì làm gì cũng vừa phải thôi ý_thức từ nhỏ không được dạy_dỗ cẩn_thận
mấy lần đi ngang hết hồn,Fear,mấy lần đi ngang hết_hồn
"anh giờ thích ai rồi , không còn giữ câu nói trước kia nữa đâu nhỉ . ừ gần 1 năm rồi cơ mà :((",Sadness,anh giờ thích ai rồi không còn giữ câu nói trước_kia nữa đâu nhỉ ừ gần 1 năm rồi cơ_mà icon_buon
công nhận già thật,Other,công_nhận già thật
"hà nội làm con người ta trở nên nhỏ nhen và bon chen , luật thi áp dụng như cứt nó chỉ giành cho người có tiền và có quyền",Disgust,hà_nội làm con người_ta trở_nên nhỏ_nhen và bon_chen luật thi áp_dụng như cứt nó chỉ giành cho người có tiền và có quyền
chán vãi dạo này ngủ sớm quen :))),Disgust,chán vãi dạo này ngủ sớm quen icon_vui
"hồi nhỏ hay bị ngỗng rượt , vừa chạy vừa khóc la 🤣🤣",Fear,hồi nhỏ hay bị ngỗng rượt vừa chạy vừa khóc la icon_vui icon_vui
lại mưa 😞,Sadness,lại mưa icon_buon
bố mấy con trẻ trâu :)) tưởng thế là hay :)))),Disgust,bố mấy con_trẻ trâu icon_vui tưởng thế_là hay icon_vui
chả có tiền mua 😩😩😩,Sadness,chả có tiền mua
đề nghị admin xóa bài đi ạ . chứ bố mẹ em sắp đi chợ về rồi ạ :(((,Fear,đề_nghị admin xóa_bài đi ạ chứ bố_mẹ em sắp đi chợ về rồi ạ icon_buon
sao mày không ngủ chung với cả mẹ mày và em mày ?,Other,sao mày không ngủ chung với cả mẹ mày và em mày
haha con mấy cái video toàn đóng vào mỏ nhau không . cười tụt quần 🤣,Enjoyment,haha con mấy cái video toàn đóng vào mỏ nhau không cười tụt quần icon_vui
thế đéo nào lại ra được nhỉ ??,Surprise,thế đéo nào lại ra được nhỉ
vẫn là chính sách trên giấy tờ,Other,vẫn là chính_sách trên giấy_tờ
sớm muộn củng chết đuối à ;))),Other,sớm_muộn củng chết_đuối à
bức ảnh xuất sắc ❤️,Enjoyment,bức ảnh xuất_sắc
việc đớn đau nhất . là nhường người mình yêuu nhất cho 1 người khác 😔😔😔. chỉ vì đơn giản không muốn ai phải đau buồn,Sadness,việc đớn_đau nhất là nhường người mình yêuu nhất cho 1 người khác icon_buon icon_buon icon_buon chỉ vì đơn_giản không muốn ai phải đau_buồn
ủa mắc gì gỡ fan cứng của em ? huhu,Sadness,ủa mắc gì gỡ fan cứng của em huhu
"ai cho mình xin tên phim với , mình không xem được 😢",Sadness,ai cho mình xin tên phim với mình không xem được icon_buon
tao đang đọc cái lol gì đây :)) sao lại thành truyện giáo dục rồi dume,Surprise,tao đang đọc cái lol gì đây icon_vui sao lại thành truyện giáo_dục rồi dume
mặt ô kia khát nước nhìn buồn cườ thế 😂😂,Enjoyment,mặt ô kia khát nước nhìn buồn cườ thế icon_vui icon_vui
tao bị bỏ rơi rồi,Sadness,tao bị bỏ_rơi rồi
tao nhìn tao thấy ghê vcd ấy 😂😂,Fear,tao nhìn tao thấy ghê vcd ấy icon_vui icon_vui
cậu nhỏ có tăng lên không 🧐,Other,cậu nhỏ có tăng lên không
"bạn trai tao cắt tóc xong cái đầu như cái đầu buồi , không lệch vào đâu được 🙂",Disgust,bạn trai tao cắt tóc xong cái đầu như cái đầu buồi không lệch vào đâu được icon_vui
bây giờ gọi hành hiếmkkk,Enjoyment,bây_giờ gọi hành hiếmk
chúng mày đã bao giờ bị hất cả cốc nước vào mặt vì mặt không bao giờ tươi cười niềm nở chưa ?,Sadness,chúng_mày đã bao_giờ bị hất cả cốc nước vào mặt vì mặt không bao_giờ tươi_cười niềm_nở chưa
